,product_id,product_name,category,brand,sport_type,price,quantity_sold,branch_location,customer_rating,discount_percent,payment_mode,sales_date,supplier_name,revenue
59,1060,Swim Goggles,Bat,Yonex,Swimming,800.0,3,Nagpur,1.0,5,UPI,2023-08-01,Not_Specify,2400.0
60,1061,Basketball Shoes,Shoes,Puma,Basketball,1200.0,2,Chennai,3.0,5,UPI,2023-02-27,ABC Sports,2400.0
61,1062,Hockey Ball,Accessories,Adidas,Hockey,800.0,1,Nagpur,4.0,20,UPI,2023-08-05,Not_Specify,800.0
62,1063,Football,Bat,Adidas,Football,1500.0,5,Mumbai,1.0,0,Card,2023-05-21,National Sports Hub,7500.0
63,1064,Swim Goggles,Accessories,Yonex,Swimming,1500.0,1,Mumbai,2.9829736211031177,15,Card,2023-11-23,ABC Sports,1500.0
64,1065,Football,Bat,MRF,Football,1000.0,1,Mumbai,3.0,0,Cash,2023-07-31,National Sports Hub,1000.0
65,1066,Swim Cap,Bat,Yonex,Swimming,1000.0,1,Pune,3.0,20,Card,2023-10-28,XYZ Traders,1000.0
66,1067,Basketball Shoes,Ball,Adidas,Basketball,1200.0,3,Delhi,1.0,5,UPI,2023-05-13,ABC Sports,3600.0
67,1068,TT Bat,Bat,MRF,Table Tennis,1500.0,5,Pune,4.0,5,Card,2023-06-15,National Sports Hub,7500.0
68,1069,Volleyball,Protective Gear,Adidas,Volleyball,500.0,4,Mumbai,1.0,10,Cash,2023-08-20,XYZ Traders,2000.0
69,1070,Ankle Support,Accessories,Puma,Kabaddi,1004.5966004309313,2,Bangalore,3.0,5,Card,2023-01-25,ABC Sports,2009.1932008618626
70,1071,TT Bat,Protective Gear,SS,Table Tennis,1200.0,1,Nagpur,1.0,15,Cash,2023-12-04,XYZ Traders,1200.0
71,1072,Tennis Ball,Protective Gear,SS,Tennis,1200.0,5,Nagpur,1.0,20,UPI,2023-07-19,National Sports Hub,6000.0
72,1073,Football,Bat,MRF,Football,800.0,2,Chennai,2.9829736211031177,5,Card,2023-11-29,ABC Sports,1600.0
73,1074,Tennis Racket,Bat,Yonex,Tennis,1200.0,5,Nagpur,3.0,5,UPI,2023-02-17,XYZ Traders,6000.0
74,1075,TT Ball,Ball,Adidas,Table Tennis,1004.5966004309313,2,Chennai,2.0,15,UPI,2023-02-21,XYZ Traders,2009.1932008618626
75,1076,Swim Goggles,Accessories,SG,Swimming,500.0,5,Nagpur,2.9829736211031177,5,Card,2023-03-01,Not_Specify,2500.0
76,1077,Ankle Support,Protective Gear,Puma,Kabaddi,800.0,4,Bangalore,4.0,15,Card,2023-10-06,National Sports Hub,3200.0
77,1078,Ankle Support,Protective Gear,Adidas,Kabaddi,1004.5966004309313,5,Chennai,3.0,5,Cash,2023-11-04,ABC Sports,5022.983002154657
78,1079,Cricket Ball,Bat,Nivia,Cricket,1000.0,5,Mumbai,2.9829736211031177,15,Cash,2023-12-08,ABC Sports,5000.0
79,1080,Ankle Support,Shoes,SG,Kabaddi,1200.0,1,Delhi,2.9829736211031177,5,Cash,2023-08-27,XYZ Traders,1200.0
80,1081,Volleyball,Accessories,Puma,Volleyball,1500.0,1,Nagpur,2.0,20,Card,2023-10-05,National Sports Hub,1500.0
81,1082,Ankle Support,Shoes,Puma,Kabaddi,1000.0,1,Chennai,1.0,10,Card,2023-01-25,XYZ Traders,1000.0
82,1083,TT Ball,Accessories,SS,Table Tennis,1500.0,5,Delhi,2.0,10,Card,2023-07-02,XYZ Traders,7500.0
83,1084,Helmet,Accessories,MRF,Cricket,1004.5966004309313,4,Chennai,3.0,0,UPI,2023-08-27,ABC Sports,4018.386401723725
84,1085,TT Bat,Ball,Adidas,Table Tennis,500.0,2,Pune,2.9829736211031177,10,UPI,2023-03-05,XYZ Traders,1000.0
85,1086,TT Ball,Ball,Puma,Table Tennis,1500.0,1,Pune,2.9829736211031177,15,Card,2023-11-17,ABC Sports,1500.0
86,1087,Shuttlecock,Shoes,Adidas,Badminton,1004.5966004309313,3,Nagpur,3.0,15,Cash,2023-01-04,ABC Sports,3013.789801292794
87,1088,Batting Gloves,Ball,Puma,Cricket,800.0,5,Mumbai,1.0,10,Cash,2023-11-04,Not_Specify,4000.0
88,1089,TT Ball,Bat,Yonex,Table Tennis,1200.0,4,Bangalore,2.9829736211031177,15,Card,2023-04-27,ABC Sports,4800.0
89,1090,Shuttlecock,Ball,SS,Badminton,500.0,4,Chennai,3.0,20,Card,2023-02-22,Not_Specify,2000.0
90,1091,Badminton Racket,Ball,MRF,Badminton,500.0,1,Nagpur,5.0,15,Card,2023-01-26,XYZ Traders,500.0
91,1092,Cricket Bat,Protective Gear,SG,Cricket,800.0,1,Pune,2.0,20,UPI,2023-04-10,ABC Sports,800.0
92,1093,Tennis Ball,Accessories,SG,Tennis,500.0,3,Pune,5.0,20,Card,2023-07-26,ABC Sports,1500.0
93,1094,Swim Goggles,Accessories,Yonex,Swimming,1004.5966004309313,3,Chennai,5.0,20,Card,2023-08-07,Not_Specify,3013.789801292794
94,1095,Knee Pads,Bat,Nivia,Volleyball,500.0,1,Chennai,2.0,5,Cash,2023-01-14,Not_Specify,500.0
95,1096,Swim Cap,Accessories,SS,Swimming,500.0,2,Chennai,3.0,0,Cash,2023-03-01,ABC Sports,1000.0
96,1097,Kabaddi Mat,Accessories,Puma,Kabaddi,500.0,1,Delhi,2.0,15,UPI,2023-06-02,National Sports Hub,500.0
97,1098,Knee Pads,Accessories,SS,Volleyball,1004.5966004309313,1,Bangalore,1.0,5,Card,2023-02-23,National Sports Hub,1004.5966004309313
98,1099,Kabaddi Mat,Protective Gear,MRF,Kabaddi,1000.0,4,Chennai,5.0,0,Card,2023-09-12,Not_Specify,4000.0
99,1100,TT Bat,Bat,SG,Table Tennis,1200.0,1,Chennai,2.9829736211031177,5,Card,2023-01-21,ABC Sports,1200.0
100,1101,Shin Guards,Accessories,Adidas,Football,1500.0,1,Nagpur,5.0,15,Card,2023-02-04,XYZ Traders,1500.0
101,1102,Batting Gloves,Protective Gear,SG,Cricket,1000.0,1,Mumbai,3.0,20,Cash,2023-06-29,XYZ Traders,1000.0
102,1103,Knee Pads,Ball,Nivia,Volleyball,500.0,2,Delhi,2.0,5,Card,2023-06-03,National Sports Hub,1000.0
103,1104,Knee Pads,Protective Gear,Nivia,Volleyball,800.0,4,Bangalore,2.9829736211031177,0,UPI,2023-05-23,National Sports Hub,3200.0
104,1105,TT Ball,Accessories,Nivia,Table Tennis,800.0,5,Delhi,4.0,0,Card,2023-01-05,XYZ Traders,4000.0
105,1106,Tennis Racket,Ball,Nivia,Tennis,1004.5966004309313,5,Chennai,2.9829736211031177,0,UPI,2023-06-10,Not_Specify,5022.983002154657
106,1107,Shuttlecock,Protective Gear,MRF,Badminton,1200.0,5,Mumbai,3.0,5,Cash,2023-05-01,ABC Sports,6000.0
107,1108,TT Bat,Shoes,Puma,Table Tennis,500.0,5,Chennai,3.0,0,Cash,2023-07-28,National Sports Hub,2500.0
108,1109,Hockey Stick,Bat,SS,Hockey,1004.5966004309313,4,Pune,3.0,10,Card,2023-06-21,ABC Sports,4018.386401723725
109,1110,Badminton Racket,Bat,SG,Badminton,1500.0,1,Chennai,2.0,0,Card,2023-10-03,Not_Specify,1500.0
110,1111,Pads,Ball,Nivia,Cricket,1200.0,5,Nagpur,3.0,0,Cash,2023-08-22,Not_Specify,6000.0
111,1112,Shuttlecock,Protective Gear,SG,Badminton,1200.0,1,Nagpur,1.0,5,Card,2023-11-08,National Sports Hub,1200.0
112,1113,Tennis Racket,Ball,Nivia,Tennis,1004.5966004309313,5,Mumbai,1.0,15,Card,2023-11-18,Not_Specify,5022.983002154657
113,1114,Shuttlecock,Ball,Adidas,Badminton,1000.0,2,Chennai,5.0,5,Cash,2023-04-29,XYZ Traders,2000.0
114,1115,Cricket Ball,Ball,SS,Cricket,800.0,1,Nagpur,5.0,5,Card,2023-01-08,Not_Specify,800.0
115,1116,Tennis Racket,Bat,Adidas,Tennis,1000.0,4,Nagpur,2.0,10,Card,2023-12-05,National Sports Hub,4000.0
116,1117,Swim Cap,Ball,Adidas,Swimming,1200.0,2,Chennai,4.0,15,Cash,2023-03-05,Not_Specify,2400.0
117,1118,Volleyball,Bat,Nivia,Volleyball,800.0,2,Delhi,5.0,5,Card,2023-06-06,Not_Specify,1600.0
118,1119,Volleyball,Bat,Puma,Volleyball,1200.0,4,Mumbai,5.0,10,Card,2023-05-27,National Sports Hub,4800.0
119,1120,Kabaddi Mat,Bat,SG,Kabaddi,1200.0,2,Delhi,5.0,5,Cash,2023-05-17,National Sports Hub,2400.0
120,1121,Swim Cap,Shoes,Yonex,Swimming,1200.0,1,Nagpur,2.9829736211031177,10,Cash,2023-03-13,ABC Sports,1200.0
121,1122,Swim Cap,Shoes,SS,Swimming,1500.0,3,Chennai,5.0,20,Card,2023-01-15,XYZ Traders,4500.0
122,1123,Shuttlecock,Protective Gear,Puma,Badminton,800.0,3,Bangalore,3.0,0,Cash,2023-11-20,National Sports Hub,2400.0
123,1124,Knee Pads,Ball,Yonex,Volleyball,1500.0,5,Chennai,5.0,0,Cash,2023-11-15,Not_Specify,7500.0
124,1125,Batting Gloves,Ball,Puma,Cricket,800.0,5,Bangalore,2.9829736211031177,5,Cash,2023-04-01,ABC Sports,4000.0
125,1126,Basketball Shoes,Shoes,Nivia,Basketball,1500.0,1,Delhi,2.0,10,UPI,2023-10-30,Not_Specify,1500.0
126,1127,Basketball,Protective Gear,Nivia,Basketball,1500.0,4,Pune,2.9829736211031177,20,UPI,2023-09-26,XYZ Traders,6000.0
127,1128,Tennis Ball,Accessories,Puma,Tennis,1500.0,1,Chennai,3.0,0,Cash,2023-04-09,Not_Specify,1500.0
128,1129,Volleyball,Shoes,MRF,Volleyball,1004.5966004309313,5,Pune,2.9829736211031177,5,Cash,2023-10-29,ABC Sports,5022.983002154657
129,1130,Volleyball,Protective Gear,MRF,Volleyball,1500.0,2,Mumbai,3.0,5,UPI,2023-10-19,XYZ Traders,3000.0
130,1131,Basketball,Protective Gear,Puma,Basketball,1000.0,1,Bangalore,2.0,10,Card,2023-01-10,Not_Specify,1000.0
131,1132,Volleyball,Protective Gear,MRF,Volleyball,1000.0,1,Bangalore,4.0,15,UPI,2023-01-23,ABC Sports,1000.0
132,1133,Badminton Racket,Protective Gear,SS,Badminton,1200.0,4,Delhi,5.0,5,UPI,2023-10-06,Not_Specify,4800.0
133,1134,Hockey Ball,Bat,SG,Hockey,500.0,5,Chennai,1.0,20,UPI,2023-03-09,XYZ Traders,2500.0
134,1135,Shin Guards,Bat,Yonex,Football,1500.0,1,Nagpur,4.0,20,Card,2023-05-13,Not_Specify,1500.0
135,1136,Swim Cap,Shoes,Nivia,Swimming,500.0,2,Mumbai,5.0,15,Card,2023-01-04,Not_Specify,1000.0
136,1137,Kabaddi Mat,Protective Gear,SS,Kabaddi,500.0,2,Delhi,1.0,20,Card,2023-04-15,ABC Sports,1000.0
137,1138,Tennis Racket,Ball,SG,Tennis,1200.0,3,Pune,3.0,10,Card,2023-08-13,Not_Specify,3600.0
138,1139,Hockey Stick,Protective Gear,MRF,Hockey,500.0,5,Chennai,2.9829736211031177,5,Card,2023-08-28,National Sports Hub,2500.0
139,1140,Basketball,Ball,Yonex,Basketball,500.0,2,Nagpur,3.0,10,Card,2023-08-20,XYZ Traders,1000.0
140,1141,Swim Cap,Bat,SS,Swimming,1000.0,4,Mumbai,3.0,15,Cash,2023-04-28,ABC Sports,4000.0
141,1142,Volleyball,Protective Gear,Adidas,Volleyball,500.0,5,Chennai,5.0,15,UPI,2023-01-18,National Sports Hub,2500.0
142,1143,Ankle Support,Bat,Nivia,Kabaddi,800.0,2,Nagpur,2.0,10,Cash,2023-11-10,National Sports Hub,1600.0
143,1144,Volleyball,Shoes,Puma,Volleyball,1500.0,1,Pune,3.0,0,Cash,2023-05-06,XYZ Traders,1500.0
144,1145,Pads,Protective Gear,Nivia,Cricket,1500.0,5,Delhi,3.0,15,Cash,2023-11-14,ABC Sports,7500.0
145,1146,Helmet,Ball,SG,Cricket,500.0,2,Delhi,3.0,5,Cash,2023-07-18,National Sports Hub,1000.0
146,1147,Kabaddi Mat,Ball,SG,Kabaddi,1200.0,1,Bangalore,2.9829736211031177,15,Card,2023-04-14,Not_Specify,1200.0
147,1148,Kabaddi Mat,Accessories,Adidas,Kabaddi,800.0,3,Chennai,5.0,10,Cash,2023-04-22,National Sports Hub,2400.0
148,1149,Basketball Shoes,Accessories,Adidas,Basketball,1200.0,5,Delhi,1.0,10,Cash,2023-01-14,XYZ Traders,6000.0
149,1150,Ankle Support,Protective Gear,Puma,Kabaddi,1200.0,5,Bangalore,4.0,20,Cash,2023-09-23,National Sports Hub,6000.0
150,1151,Badminton Racket,Bat,MRF,Badminton,500.0,2,Delhi,3.0,0,Cash,2023-04-15,ABC Sports,1000.0
151,1152,Volleyball,Ball,Nivia,Volleyball,1004.5966004309313,3,Mumbai,4.0,10,UPI,2023-10-22,National Sports Hub,3013.789801292794
152,1153,Hockey Ball,Bat,SS,Hockey,500.0,4,Chennai,2.0,20,Cash,2023-08-17,National Sports Hub,2000.0
153,1154,TT Ball,Accessories,SS,Table Tennis,1000.0,2,Pune,2.0,20,Card,2023-06-23,XYZ Traders,2000.0
154,1155,Kabaddi Mat,Shoes,SS,Kabaddi,1004.5966004309313,2,Chennai,2.0,5,Cash,2023-04-17,National Sports Hub,2009.1932008618626
155,1156,Tennis Racket,Accessories,MRF,Tennis,800.0,4,Chennai,3.0,20,UPI,2023-10-20,National Sports Hub,3200.0
156,1157,Helmet,Shoes,Nivia,Cricket,1004.5966004309313,4,Nagpur,4.0,0,Cash,2023-08-27,ABC Sports,4018.386401723725
157,1158,Shuttlecock,Shoes,Nivia,Badminton,500.0,4,Pune,1.0,5,Cash,2023-01-03,XYZ Traders,2000.0
158,1159,Swim Goggles,Bat,Puma,Swimming,500.0,4,Pune,5.0,10,Cash,2023-09-05,XYZ Traders,2000.0
159,1160,TT Bat,Accessories,SS,Table Tennis,1200.0,4,Bangalore,4.0,10,UPI,2023-05-15,XYZ Traders,4800.0
160,1161,Hockey Stick,Accessories,SG,Hockey,500.0,1,Bangalore,5.0,20,UPI,2023-11-23,XYZ Traders,500.0
161,1162,TT Bat,Bat,SG,Table Tennis,1000.0,1,Mumbai,4.0,15,Cash,2023-09-02,Not_Specify,1000.0
162,1163,Ankle Support,Protective Gear,SG,Kabaddi,500.0,4,Nagpur,3.0,0,Cash,2023-02-21,Not_Specify,2000.0
163,1164,Basketball,Ball,Adidas,Basketball,1500.0,3,Delhi,1.0,0,Cash,2023-02-07,Not_Specify,4500.0
164,1165,Cricket Ball,Ball,Adidas,Cricket,1500.0,3,Delhi,3.0,20,UPI,2023-03-04,XYZ Traders,4500.0
165,1166,Batting Gloves,Shoes,MRF,Cricket,1200.0,4,Pune,2.0,0,Cash,2023-11-16,XYZ Traders,4800.0
166,1167,Swim Goggles,Ball,SS,Swimming,1004.5966004309313,1,Chennai,1.0,5,Cash,2023-01-06,Not_Specify,1004.5966004309313
167,1168,Basketball,Ball,Adidas,Basketball,1004.5966004309313,3,Mumbai,2.9829736211031177,20,Card,2023-07-21,XYZ Traders,3013.789801292794
168,1169,Knee Pads,Bat,SG,Volleyball,1500.0,1,Chennai,2.9829736211031177,15,UPI,2023-05-08,National Sports Hub,1500.0
169,1170,Football,Bat,Adidas,Football,1000.0,2,Nagpur,4.0,10,Cash,2023-11-04,ABC Sports,2000.0
170,1171,Shuttlecock,Bat,Nivia,Badminton,800.0,1,Delhi,3.0,0,UPI,2023-05-02,XYZ Traders,800.0
171,1172,Cricket Ball,Ball,SG,Cricket,1000.0,4,Pune,5.0,10,Card,2023-05-02,National Sports Hub,4000.0
172,1173,Tennis Racket,Protective Gear,SS,Tennis,1500.0,5,Mumbai,3.0,15,Card,2023-06-21,National Sports Hub,7500.0
173,1174,Cricket Ball,Bat,Nivia,Cricket,1000.0,4,Nagpur,3.0,15,Cash,2023-11-16,Not_Specify,4000.0
174,1175,TT Bat,Ball,MRF,Table Tennis,800.0,2,Chennai,4.0,5,Card,2023-09-04,ABC Sports,1600.0
175,1176,Cricket Ball,Bat,Puma,Cricket,1004.5966004309313,1,Pune,4.0,15,Card,2023-10-10,XYZ Traders,1004.5966004309313
176,1177,Cricket Ball,Bat,Puma,Cricket,1500.0,3,Pune,2.0,15,Cash,2023-04-19,XYZ Traders,4500.0
177,1178,Football,Accessories,Nivia,Football,500.0,4,Chennai,1.0,0,Card,2023-07-12,ABC Sports,2000.0
178,1179,Shin Guards,Bat,SG,Football,800.0,3,Mumbai,3.0,10,Card,2023-12-07,National Sports Hub,2400.0
179,1180,Hockey Stick,Protective Gear,Adidas,Hockey,800.0,1,Mumbai,5.0,0,Card,2023-06-14,XYZ Traders,800.0
180,1181,Volleyball,Ball,Adidas,Volleyball,800.0,2,Mumbai,2.9829736211031177,0,Card,2023-09-08,XYZ Traders,1600.0
181,1182,Tennis Ball,Bat,SG,Tennis,1004.5966004309313,4,Mumbai,2.9829736211031177,20,Cash,2023-12-14,ABC Sports,4018.386401723725
182,1183,Cricket Ball,Ball,SS,Cricket,1000.0,3,Nagpur,4.0,20,Cash,2023-02-18,National Sports Hub,3000.0
183,1184,Cricket Ball,Bat,Nivia,Cricket,1200.0,4,Mumbai,4.0,5,Cash,2023-11-07,National Sports Hub,4800.0
184,1185,Grip,Accessories,SG,Badminton,500.0,4,Mumbai,2.0,5,Cash,2023-02-08,National Sports Hub,2000.0
185,1186,Football Shoes,Accessories,SS,Football,1500.0,3,Mumbai,1.0,15,Cash,2023-06-13,XYZ Traders,4500.0
186,1187,Tennis Racket,Shoes,MRF,Tennis,1000.0,2,Nagpur,2.9829736211031177,5,Card,2023-07-13,National Sports Hub,2000.0
187,1188,Swim Cap,Bat,MRF,Swimming,800.0,4,Delhi,2.0,5,Cash,2023-03-09,ABC Sports,3200.0
188,1189,Hockey Stick,Accessories,Nivia,Hockey,1004.5966004309313,2,Pune,4.0,15,Card,2023-09-15,Not_Specify,2009.1932008618626
189,1190,Volleyball,Shoes,SG,Volleyball,800.0,2,Bangalore,5.0,10,Card,2023-11-17,Not_Specify,1600.0
190,1191,Basketball,Bat,MRF,Basketball,1000.0,1,Chennai,2.0,15,Cash,2023-04-14,ABC Sports,1000.0
191,1192,Volleyball,Bat,Adidas,Volleyball,1500.0,3,Pune,3.0,15,Card,2023-10-01,ABC Sports,4500.0
192,1193,TT Bat,Bat,SS,Table Tennis,500.0,1,Nagpur,4.0,10,Cash,2023-06-18,ABC Sports,500.0
193,1194,Helmet,Bat,Puma,Cricket,800.0,5,Chennai,4.0,15,Card,2023-12-20,National Sports Hub,4000.0
194,1195,Hockey Stick,Bat,Puma,Hockey,1004.5966004309313,1,Mumbai,2.0,20,UPI,2023-08-07,ABC Sports,1004.5966004309313
195,1196,TT Ball,Protective Gear,MRF,Table Tennis,1004.5966004309313,4,Nagpur,5.0,5,Cash,2023-05-03,XYZ Traders,4018.386401723725
196,1197,Tennis Ball,Accessories,SS,Tennis,1200.0,4,Delhi,2.0,15,Card,2023-08-16,Not_Specify,4800.0
197,1198,Basketball,Shoes,Adidas,Basketball,1004.5966004309313,4,Bangalore,5.0,0,Card,2023-06-16,XYZ Traders,4018.386401723725
198,1199,Shin Guards,Protective Gear,Puma,Football,1200.0,5,Delhi,4.0,5,Cash,2023-06-03,XYZ Traders,6000.0
